foodName,display_name,food_category,portion_unit_name,portion_gram_weight,source_count,Energy,Energy,Energy,Energy,Carbohydrate,"Sugars, Total",Fiber,Total Sugars,Fiber (AOAC 2011.25),Total fat,Cholesterol,"Fatty acids, total saturated",DHA,EPA,ALA,Protein,"Vitamin A, RAE",Vitamin E,Vitamin D (D2 + D3),Vitamin E,Vitamin C,Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total",Vitamin B-12,Choline,Vitamin K2 MK-4,Vitamin K1,Vitamin E,Vitamin A,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Iodine,Manganese,Molybdenum,Selenium
marsala_wine,Marsala Wine,Other,,,2,173.0,173.0,173.0,173.0,5.515000000000001,,0.25,0.97,,8.915,61.5,3.938,0.0,0.001,,17.48,43.0,0.58,0.5,0.58,1.15,0.099,0.267,5.331,,0.401,17.0,1.6,87.9,,16.7,0.58,,14.0,0.78,24.0,142.0,211.0,241.5,1.16,0.128,,,,17.9
marshmallow,Marshmallow,Other,,,5,315.4,315.4,315.4,315.4,79.48400000000001,73.53,0.02,63.71600000000001,,0.04,2.0,0.0112,0.0,0.0,,2.194,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.078,,0.003,1.0,0.0,0.1,,0.0,0.0,,22.0,0.23,2.0,8.0,4.0,18.4,0.04,0.097,,,,1.7
marzipan,Marzipan,Other,,,1,478.0,478.0,478.0,478.0,57.5,,2.5,55.0,,25.0,0.0,2.5,,,,7.5,,,,,,,,,,,,,,,,,,150.0,2.25,,,,5.0,,,,,,
masa_harina,Masa Harina,Other,,,1,97.0,97.0,97.0,97.0,20.5,,1.7,0.43,,0.99,0.0,0.142,0.0,0.0,,2.26,0.0,0.03,0.0,0.03,0.0,0.182,0.109,1.393,,0.114,18.0,0.0,2.2,,0.0,0.03,,44.0,1.33,27.0,62.0,70.0,283.0,0.5,0.078,,,,2.8
mascarpone_cheese,Mascarpone Cheese,Dairy & Eggs,,,1,429.0,429.0,429.0,429.0,3.57,,0.0,3.57,,42.86,125.0,32.14,,,,3.57,,,,,,,,,,,,,,,,,,143.0,,,,,54.0,,,,,,
masoor_dal,Masoor Dal,Other,,,1,129.0,129.0,129.0,129.0,14.29,,4.3,,,0.0,0.0,0.0,,,,7.14,,,,,,,,,,,,,,,,,,71.0,0.9,,,,14.0,,,,,,
mastic,Mastic,Other,,,1,118.0,118.0,118.0,118.0,23.57,,1.3,0.13,,1.0,0.0,0.171,0.0,0.0,,3.5,0.0,0.02,0.0,0.02,0.0,0.106,0.082,1.324,,0.108,19.0,0.0,11.2,,0.3,0.02,,3.0,0.63,44.0,100.0,62.0,168.0,0.91,0.16,,,,0.9
matambre,Matambre,Other,,,1,,,,,,,,,,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matcha_powder,Matcha Powder,Other,,,2,366.5,366.5,366.5,366.5,77.78,,44.45,77.78,,0.0,0.0,0.0,,,,0.0,,,,,26.7,,,,,,,,,,,,,500.0,15.0,,,2500.0,0.0,,,,,,
matsoni,Matsoni,Other,,,1,73.0,73.0,73.0,73.0,10.68,,0.9,1.07,,1.96,61.0,0.549,0.0,0.0,,3.09,79.0,0.28,0.4,0.28,1.4,0.061,0.104,0.508,,0.048,19.0,0.15,52.7,,3.2,0.28,,19.0,0.6,8.0,44.0,88.0,264.0,0.3,0.021,,,,8.4
matsutake_mushroom,Matsutake Mushroom,Other,,,1,36.3915875,36.3915875,36.3915875,36.3915875,8.170625,,4.166,,,0.195,,,,,,2.414375,,,0.0562,,,0.00125,0.2163,2.741,,0.1593,32.13,,,,,,,0.7663,0.1443,14.06,75.82,243.0,0.9363,0.7641,0.04978,,0.1734,,1.244
matzo,Matzo,Other,,,1,379.0,379.0,379.0,379.0,84.85,,3.0,,,0.0,0.0,0.0,,,,9.09,,,,,,,,,,,,,,,,,,,1.64,,,,0.0,,,,,,
mayonnaise,Mayonnaise,Other,,,1,680.0,680.0,680.0,680.0,0.57,,0.0,0.57,,74.85,42.0,11.703,0.005,0.0,,0.96,16.0,3.28,0.2,3.28,0.0,0.01,0.019,0.0,,0.008,5.0,0.12,34.2,,163.0,3.28,,8.0,0.21,1.0,21.0,20.0,635.0,0.15,0.019,,,,2.3
mead,Mead,Other,,,1,304.0,304.0,304.0,304.0,82.4,,0.2,82.12,,0.0,0.0,0.0,0.0,0.0,,0.3,0.0,0.0,0.0,0.0,0.5,0.0,0.038,0.121,,0.024,2.0,0.0,2.2,,0.0,0.0,,6.0,0.42,2.0,4.0,52.0,4.0,0.22,0.036,,,,0.8
meat,Meat,Meat & Offal,,,5,209.2,209.2,209.2,209.2,0.0,,0.8800000000000001,0.2933333333333333,,12.272,59.8,4.755599999999999,0.001,0.002,,21.61,4.0,0.14,0.2,0.14,0.0,0.4496666666666666,0.2306666666666666,7.014,,0.416,27.333333333333332,2.405,84.7,,1.3,0.14,,44.8,1.964,21.0,183.0,417.6666666666667,301.2,7.073333333333333,0.0865,,,,33.7
meat_extract,Meat Extract,Meat & Offal,,,3,288.0,288.0,288.0,288.0,12.65,,0.0,12.65,,0.06,0.0,0.01,0.0,0.0,,0.06,0.0,0.0,0.0,0.0,0.0,0.011,0.095,0.425,0.035,0.026,0.0,0.0,,,0.0,0.0,,11.0,0.12,12.0,6.0,148.0,9.0,0.11,0.072,,0.23,,0.0
meat_floss,Meat Floss,Meat & Offal,,,1,52.0,52.0,52.0,52.0,5.53,,0.9,1.45,,2.17,7.0,0.765,0.0,0.0,,2.65,25.0,0.3,0.0,0.3,6.8,0.029,0.043,0.942,,0.101,12.0,0.21,11.8,,2.8,0.3,,12.0,0.54,13.0,37.0,204.0,285.0,0.56,0.072,,,,2.0
meat_stock,Meat Stock,Meat & Offal,,,5,4.4,4.4,4.4,4.4,0.3339999999999999,,0.0,0.42,,0.0,0.8,0.0,,,,0.744,,,,,,,,,,,,,,,,,15.0,8.0,0.04,,,32.333333333333336,207.8,,,,,,
meat_tenderizer,Meat Tenderizer,Meat & Offal,,,2,311.0,311.0,311.0,311.0,34.71,,17.5,,,2.97,0.0,0.424,,,,41.71,2.0,,0.0,,0.0,0.702,0.891,22.021,1.492,1.336,198.0,6.0,,,,,,204.0,11.99,216.0,639.0,1902.0,10.0,2.21,0.304,,0.271,,7.4
mei_kuei_lu_wine,Mei Kuei Lu Wine,Other,,,1,134.0,134.0,134.0,134.0,5.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,5.0,0.1,6.0,6.0,25.0,2.0,0.02,0.009,,,,1.4
melinjo,Melinjo,Other,,,1,390.0,390.0,390.0,390.0,76.6,,6.3,0.94,,3.2,0.0,0.445,0.0,0.0,,12.1,0.0,0.43,0.0,0.43,0.0,0.413,0.273,4.113,,0.098,124.0,0.0,19.8,,0.9,0.43,,93.0,3.7,59.0,196.0,202.0,598.0,2.01,0.289,,,,34.8
melon,Melon,Other,,,5,35.8,35.8,35.8,35.8,8.925999999999998,,0.7799999999999999,7.975999999999999,,0.144,0.0,0.0374,0.0,0.0,,0.5640000000000001,20.0,0.024,0.0,0.024,16.86,0.0384,0.0135999999999999,0.4204,0.155,0.0819999999999999,17.6,0.0,7.360000000000001,,2.7,0.024,,6.2,0.188,10.2,11.4,215.6,17.6,0.1139999999999999,0.0291999999999999,,0.027,,0.74
melon_liqueur,Melon Liqueur,Other,,,1,279.0,279.0,279.0,279.0,33.2,,0.0,33.27,,0.11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.008,,0.001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04,0.0,3.0,2.0,1.0,0.03,0.016,,,,0.2
melon_seed,Melon Seed,Other,,,5,32.8,32.8,32.8,32.8,8.302,,0.82,7.1819999999999995,,0.032,0.0,0.007,0.0,0.0,,0.674,88.0,0.04,0.0,0.04,21.133333333333333,0.04,0.02,0.43,,0.058,12.0,0.0,6.4,,1.9,0.04,,7.0,0.245,11.0,13.0,172.0,11.2,0.21,0.05,,,,0.9
mentaiko,Mentaiko,Other,,,1,429.0,429.0,429.0,429.0,78.57,,0.0,7.14,,7.14,0.0,0.0,,,,7.14,,,,,,,1.821,,,0.5710000000000001,,3.43,,,,,,,,,571.0,429.0,214.0,4.29,,,,,
mentsuyu,Mentsuyu,Other,,,1,131.0,131.0,131.0,131.0,27.54,,,,,0.18,0.0,0.025,,,,4.0,0.0,,0.0,,0.0,0.02,0.033,0.097,0.172,0.013,2.0,0.0,,,,,,8.0,0.52,2.0,27.0,29.0,161.0,0.22,0.025,,0.251,,
merguez,Merguez,Other,,,1,324.0,324.0,324.0,324.0,75.34,,0.0,73.06,,0.04,0.0,0.0,0.0,0.0,,7.17,0.0,0.0,0.0,0.0,0.0,0.002,0.264,0.066,,0.003,2.0,0.05,0.6,,0.0,0.0,,5.0,0.1,7.0,10.0,111.0,113.0,0.03,0.021,,,,12.4
meringue,Meringue,Other,,,2,337.0,337.0,337.0,337.0,78.32,,0.0,76.82,,0.15,0.0,0.0,0.0,0.0,,6.415,0.0,0.0,0.0,0.0,0.0,0.002,0.238,0.059,,0.003,2.0,0.045,0.55,,0.0,0.0,,5.0,0.09,6.5,9.0,99.5,178.5,0.025,0.0195,,,,11.15
mesquite,Mesquite,Other,,,1,500.0,500.0,500.0,500.0,66.67,,33.3,33.33,,0.0,0.0,0.0,,,,33.33,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
metaxa,Metaxa,Other,,,1,109.0,109.0,109.0,109.0,23.54,,7.8,,,0.63,0.0,,,,,4.8,2.0,,0.0,,41.9,0.131,0.114,0.743,0.203,0.274,18.0,0.0,,,,,,128.0,1.03,69.0,80.0,568.0,17.0,1.62,0.155,,0.391,,
mettwurst,Mettwurst,Other,,,2,290.0,290.0,290.0,290.0,3.115,,0.0,0.76,,25.97,56.5,9.65,0.0,0.0,,10.855,0.0,0.57,1.1,0.57,0.0,0.342,0.14,2.734,,0.17,2.0,1.18,55.0,,1.6,0.57,,11.0,0.605,11.0,98.0,199.0,828.5,1.66,0.06,,,,13.5
mezcal,Mezcal,Other,,,1,415.6309751434034,415.6309751434034,415.6309751434034,415.6309751434034,74.72,,8.3,30.56,,9.72,0.0,2.721,0.0,0.0,,5.55,0.0,0.98,0.0,0.98,39.1,0.411,0.1,0.478,0.588,0.073,20.0,0.0,22.5,0.0,8.7,0.98,,444.0,2.7,82.0,244.0,333.0,375.0,1.15,0.187,,1.748,,14.8
microgreen,Microgreen,Other,,,1,39.0,39.0,39.0,39.0,6.25,,3.1,0.0,,0.0,0.0,0.0,,,,3.12,,,,,14.1,0.0,0.266,1.875,0.312,0.25,94.0,,,,62.5,,,125.0,22.5,94.0,125.0,422.0,16.0,0.94,0.625,23.0,1.0,,27.0
miiuy_croaker,Miiuy Croaker,Other,,,1,189.0,189.0,189.0,189.0,7.79,,0.3,0.14,,8.17,72.0,2.393,0.102,0.129,,19.92,33.0,2.05,0.8,2.05,0.0,0.163,0.143,5.082,,0.32,30.0,2.37,75.1,,4.0,2.05,,26.0,0.97,45.0,236.0,378.0,322.0,0.54,0.062,,,,40.3
milk,Milk,Dairy & Eggs,,,1,68.0,68.0,68.0,68.0,5.37,,0.0,5.08,,3.67,16.0,2.26,,,,3.39,,,1.0,,1.5,,0.174,,,,,0.49,,,,,30.0,133.0,,,104.0,175.0,56.0,,,22.0,,,
milk_bread,Milk Bread,Other,,,2,408.0,408.0,408.0,408.0,44.83,,2.1,2.08,,20.83,10.0,6.25,0.0,0.0,,10.42,24.0,1.49,0.1,1.49,0.0,0.433,0.303,3.279,0.35,0.048,107.0,0.24,8.5,,32.4,1.49,,90.0,2.49,17.0,120.0,84.0,750.0,0.96,0.086,,0.366,,19.8
milk_chocolate,Milk Chocolate,Other,,,1,146.0,146.0,146.0,146.0,20.83,,0.4,9.17,,4.58,4.0,0.42,,,,5.42,,,,,15.0,0.0,0.177,2.083,1.042,0.208,42.0,0.62,,,8.3,,,125.0,1.88,42.0,125.0,225.0,92.0,1.56,0.208,16.0,0.0,,9.0
milk_tea,Milk Tea,Other,,,2,50.0,50.0,50.0,50.0,8.165,6.77,0.05,7.745,,1.215,4.5,0.762,0.0,0.0,,1.56,27.0,0.02,0.5,0.02,0.0,0.027,0.072,0.054,,0.029,3.0,0.26,8.6,,0.1,0.02,,57.5,0.02,7.0,49.0,144.0,19.0,0.22,0.007,,,,0.9
milk_tofu,Milk Tofu,Other,,,1,94.16826003824092,94.16826003824092,94.16826003824092,94.16826003824092,15.96,,0.2,1.24,,1.8,0.0,0.259,0.0,0.0,,3.5,2.0,0.31,0.0,0.31,2.5,0.06,0.02,0.24,,0.02,6.0,0.0,48.4,,3.5,0.31,,118.0,1.06,40.0,38.0,47.0,35.0,0.31,0.075,,,,13.0
milkfish,Milkfish,Fish & Seafood,,,2,142.0,142.0,142.0,142.0,0.0,,0.0,,,6.09,44.0,1.74,,,,20.265,30.0,,,,0.0,0.013,0.054,6.44,0.75,0.423,16.0,3.4,,,,,,48.0,0.735,30.0,162.0,292.0,77.0,0.82,0.034,,0.02,,12.6
millet,Millet,Other,,,1,118.0,118.0,118.0,118.0,23.57,,1.3,0.13,,1.0,0.0,0.171,0.0,0.0,,3.5,0.0,0.02,0.0,0.02,0.0,0.106,0.082,1.324,,0.108,19.0,0.0,11.2,,0.3,0.02,,3.0,0.63,44.0,100.0,62.0,168.0,0.91,0.16,,,,0.9
milo,Milo,Other,,,1,87.0,87.0,87.0,87.0,6.28,,0.2,5.58,,0.36,1.0,0.062,0.0,0.0,,0.42,2.0,0.17,0.0,0.17,23.9,0.038,0.016,0.106,,0.009,12.0,0.0,5.8,,0.0,0.17,,9.0,0.04,7.0,13.0,102.0,1.0,0.04,0.026,,,,0.1
milt,Milt,Other,,,1,118.0,118.0,118.0,118.0,23.57,,1.3,0.13,,1.0,0.0,0.171,0.0,0.0,,3.5,0.0,0.02,0.0,0.02,0.0,0.106,0.082,1.324,,0.108,19.0,0.0,11.2,,0.3,0.02,,3.0,0.63,44.0,100.0,62.0,168.0,0.91,0.16,,,,0.9
mincemeat,Mincemeat,Meat & Offal,,,3,188.66666666666663,188.66666666666663,188.66666666666663,188.66666666666663,46.973333333333336,,1.8,42.026666666666664,,0.0,0.0,0.0,,,,1.07,,,,,4.0,,,,,,,,,,,,,21.333333333333332,0.65,,,,175.33333333333334,,,,,,
mint,Mint,Other,,,5,348.6,348.6,348.6,348.6,99.66,,0.0,31.45,,0.02,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.004,,0.002,0.0,0.0,0.0,,0.0,0.0,,2.0,0.15,2.0,2.0,2.0,4.75,0.0,0.014,,,,0.6
mirasol_chile,Mirasol Chile,Other,,,1,71.0,71.0,71.0,71.0,12.14,,,,,7.14,,,,,,2.86,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
mirepoix,Mirepoix,Other,,,4,39.25,39.25,39.25,39.25,8.247499999999999,,1.975,4.125,,0.11,0.0,0.0209999999999999,0.0,0.0,,0.9875,212.0,0.26,0.0,0.26,3.4000000000000004,0.045,0.053,0.494,,0.11,26.0,0.0,7.5,,11.5,0.26,,29.75,0.22,12.0,33.0,223.25,41.75,0.19,0.039,,,,0.3
mirin,Mirin,Other,,,1,41.0,41.0,41.0,41.0,9.06,,2.2,4.09,,0.19,0.0,0.044,0.0,0.0,,1.02,212.0,0.26,0.0,0.26,5.7,0.045,0.053,0.494,,0.11,26.0,0.0,7.5,,11.5,0.26,,34.0,0.16,12.0,33.0,230.0,51.0,0.19,0.039,,,,0.3
miso,Miso,Pantry & Ferments,,,3,197.93116634799233,197.93116634799233,197.93116634799233,197.93116634799233,25.37,,5.400000000000001,6.2,,6.010000000000001,0.0,1.025,0.0,0.0,,12.79,4.0,0.01,0.0,0.01,0.0,0.098,0.233,0.906,0.337,0.1989999999999999,19.0,0.08,72.2,,29.3,0.01,,57.0,2.49,48.0,159.0,210.0,3728.0,2.56,0.42,,0.859,,7.0
mitsuba,Mitsuba,Other,,,1,390.0,390.0,390.0,390.0,76.6,,6.3,0.94,,3.2,0.0,0.445,0.0,0.0,,12.1,0.0,0.43,0.0,0.43,0.0,0.413,0.273,4.113,,0.098,124.0,0.0,19.8,,0.9,0.43,,93.0,3.7,59.0,196.0,202.0,598.0,2.01,0.289,,,,34.8
mixed_grains,Mixed Grains,Other,,,4,599.5,599.5,599.5,599.5,22.932499999999997,,6.875000000000001,3.21,,52.462500000000006,0.0,5.8575,0.0,0.0,,18.5275,0.0,15.36,0.0,15.36,0.75,0.0485,0.111,6.051500000000001,0.0,0.314,153.0,0.0,57.1,,3.2,15.36,0.0,102.0,4.079999999999999,224.0,758.5,738.5,323.25,4.545,1.56,,2.0,,143.4
mixed_herbs,Mixed Herbs,Spices & Herbs,,,1,580.0,580.0,580.0,580.0,21.73,,10.0,2.37,,49.61,0.0,6.05,0.0,0.0,,21.96,0.0,19.72,0.0,19.72,1.5,0.097,0.222,6.389,,0.628,192.0,0.0,57.1,,3.2,19.72,,66.0,4.87,234.0,1160.0,834.0,7.0,5.88,1.691,,,,61.8
mixed_seeds,Mixed Seeds,Other,,,1,580.0,580.0,580.0,580.0,21.73,,10.0,2.37,,49.61,0.0,6.05,0.0,0.0,,21.96,0.0,19.72,0.0,19.72,1.5,0.097,0.222,6.389,,0.628,192.0,0.0,57.1,,3.2,19.72,,66.0,4.87,234.0,1160.0,834.0,7.0,5.88,1.691,,,,61.8
mixed_sprouts,Mixed Sprouts,Other,,,1,580.0,580.0,580.0,580.0,21.73,,10.0,2.37,,49.61,0.0,6.05,0.0,0.0,,21.96,0.0,19.72,0.0,19.72,1.5,0.097,0.222,6.389,,0.628,192.0,0.0,57.1,,3.2,19.72,,66.0,4.87,234.0,1160.0,834.0,7.0,5.88,1.691,,,,61.8
mixed_vegetable,Mixed Vegetable,Other,,,5,34.4,34.4,34.4,34.4,6.38,,1.52,1.804,,0.032,0.0,0.0068,0.0,0.0,,0.784,489.0,0.72,0.0,0.72,3.625,0.056,0.0415,0.353,,0.134,20.0,0.0,8.0,,22.4,0.72,168.0,19.4,0.6620000000000001,12.0,32.0,164.8,202.0,0.14,0.023,,,,0.3
mizuame,Mizuame,Other,,,1,29.0,29.0,29.0,29.0,5.88,,3.5,2.35,,0.0,0.0,0.0,,,,3.53,,,,,75.3,,,,,,107.0,,,,500.0,,,107.0,1.18,,,358.0,29.0,,,,,,
mizuna,Mizuna,Other,,,1,64.0,64.0,64.0,64.0,6.49,,0.2,4.67,,0.18,0.0,0.007,0.0,0.0,,0.43,1.0,0.1,0.2,0.1,14.7,0.04,0.027,0.07,,0.046,16.0,0.0,5.3,,0.2,0.1,,33.0,0.16,10.0,18.0,128.0,4.0,0.07,0.019,,,,0.1
mocha,Mocha,Other,,,5,64.8,64.8,64.8,64.8,11.132,,0.25,9.942,,1.154,4.8,0.7030000000000001,0.0,0.0,,2.596,63.0,0.02,0.8,0.02,1.0666666666666669,0.041,0.133,0.877,,0.043,2.0,0.33,12.9,,0.2,0.02,,90.8,0.1266666666666666,25.0,84.0,200.8,39.4,0.38,0.037,,,,1.5
mochi,Mochi,Other,,,1,15.0,15.0,15.0,15.0,2.4,,1.6,1.06,,0.5,0.0,0.067,0.0,0.0,,1.1,5.0,0.11,0.0,0.11,0.0,0.01,0.21,1.1,,0.213,52.0,0.0,15.5,,43.6,0.11,,33.0,2.5,14.0,24.0,151.0,498.0,0.22,0.024,,,,0.5
mojo,Mojo,Other,,,1,231.0,231.0,231.0,231.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.004,0.013,,0.001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04,0.0,4.0,2.0,1.0,0.04,0.021,,,,0.0
molasses,Molasses,Other,,,3,290.0,290.0,290.0,290.0,74.73,,0.0,74.72,,0.1,0.0,0.018,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.002,0.93,0.804,0.67,0.0,0.0,13.300000000000002,,0.0,0.0,,205.0,4.72,242.0,31.0,1464.0,37.0,0.29,0.4869999999999999,,1.53,,17.8
mole,Mole,Other,,,1,75.0,75.0,75.0,75.0,10.77,,1.0,7.1,,3.82,0.0,1.875,0.0,0.0,,0.98,32.0,0.66,0.0,0.66,0.3,0.041,0.058,0.392,,0.057,6.0,0.0,3.0,,3.1,0.66,,10.0,0.92,17.0,23.0,127.0,493.0,0.24,0.098,,,,0.8
monk_fruit,Monk Fruit,Other,,,5,0.0,0.0,0.0,0.0,105.0,,0.0,62.5,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0
monkfish,Monkfish,Fish & Seafood,,,1,76.0038240917782,76.0038240917782,76.0038240917782,76.0038240917782,0.0,,0.0,,,1.52,25.0,0.34,,,,14.48,12.0,,,,1.0,0.025,0.06,2.1,0.15,0.24,7.0,0.9,,,,,,8.0,0.32,21.0,200.0,400.0,18.0,0.41,0.028,,0.024,,36.5
montasio_cheese,Montasio Cheese,Dairy & Eggs,,,2,407.5,407.5,407.5,407.5,0.0,,0.0,,,33.644999999999996,99.0,17.7,,,,24.78,,,,,,,,,,,,,,,,,,663.5,,,,70.0,610.5,,,,,,
monterey_jack_cheese,Monterey Jack Cheese,Dairy & Eggs,,,5,369.0,369.0,369.0,369.0,0.0,,0.0,,,30.248,101.34,18.856,,,,24.405,,,1.0,,,,,,,,,,,,,,193.0,727.4,0.24,28.7,462.0,90.16666666666669,593.8,3.79,0.0,39.78,0.0,,
montreal_steak_seasoning,Montreal Steak Seasoning,Other,,,4,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,18906.25,,,,,,
mopping_sauce,Mopping Sauce,Other,,,1,75.0,75.0,75.0,75.0,10.77,,1.0,7.1,,3.82,0.0,1.875,0.0,0.0,,0.98,32.0,0.66,0.0,0.66,0.3,0.041,0.058,0.392,,0.057,6.0,0.0,3.0,,3.1,0.66,,10.0,0.92,17.0,23.0,127.0,493.0,0.24,0.098,,,,0.8
morel_mushroom,Morel Mushroom,Other,,,2,30.83173996175908,30.83173996175908,30.83173996175908,30.83173996175908,5.1,,2.8,0.6,,0.57,,0.065,0.0,0.0,0.0,3.12,0.0,,5.1,,,0.069,0.205,2.252,0.44,0.136,9.0,,,,,,,43.0,12.18,19.0,194.0,411.0,21.0,2.03,0.625,,0.587,,2.2
moringa,Moringa,Other,,,1,250.0,250.0,250.0,250.0,50.0,,,,,0.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,20.0,,,,0.0,,,,,,
mortadella,Mortadella,Other,,,1,311.0,311.0,311.0,311.0,3.05,,0.0,0.0,,25.39,56.0,9.51,0.0,0.0,,16.37,0.0,0.22,1.0,0.22,0.0,0.119,0.153,2.673,,0.13,3.0,1.48,72.2,,1.6,0.22,,18.0,1.4,11.0,97.0,163.0,1246.0,2.1,0.06,,,,22.6
moscatel_wine,Moscatel Wine,Other,,,1,75.0,75.0,75.0,75.0,14.44,,,9.09,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,
mountain_pepper,Mountain Pepper,Spices & Herbs,,,2,145.0,145.0,145.0,145.0,4.34,,0.7,1.67,,9.12,32.0,2.012,0.0,0.001,,11.88,9.0,1.43,0.0,1.43,22.6,0.054,0.083,2.256,,0.256,13.0,0.61,46.0,,19.5,1.43,,17.0,1.24,16.0,89.0,202.0,244.0,1.96,0.065,,,,11.6
mozzarella_cheese,Mozzarella Cheese,Dairy & Eggs,,,1,143.0,143.0,143.0,143.0,3.57,,0.0,3.57,,0.0,11.0,0.0,,,,28.57,,,,,,,,,,,,,,,,,,893.0,,,,196.0,786.0,,,,,,
msg,Msg,Other,,,1,96.0,96.0,96.0,96.0,6.24,,0.1,4.15,,0.14,0.0,0.098,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.006,0.031,0.224,,0.056,1.0,0.0,5.6,,0.4,0.0,,9.0,0.47,12.0,23.0,125.0,4.0,0.15,0.016,,,,0.2
mudfish,Mudfish,Fish & Seafood,,,1,189.0,189.0,189.0,189.0,7.79,,0.3,0.14,,8.17,72.0,2.393,0.102,0.129,,19.92,33.0,2.05,0.8,2.05,0.0,0.163,0.143,5.082,,0.32,30.0,2.37,75.1,,4.0,2.05,,26.0,0.97,45.0,236.0,378.0,322.0,0.54,0.062,,,,40.3
mudskipper,Mudskipper,Other,,,1,297.0,297.0,297.0,297.0,17.9,,0.6,2.85,,16.41,55.0,6.966,0.001,0.003,,18.09,33.0,0.18,0.5,0.18,0.4,0.206,0.241,4.264,,0.262,45.0,1.66,47.3,,3.2,0.18,,167.0,2.52,22.0,198.0,222.0,431.0,3.19,0.082,,,,23.5
muenster_cheese,Muenster Cheese,Dairy & Eggs,,,5,368.0,368.0,368.0,368.0,1.12,,0.0,1.12,,30.04,96.0,19.113,0.0,0.0,,23.41,298.0,0.26,0.6,0.26,0.0,0.013,0.32,0.103,0.19,0.056,12.0,1.47,15.4,,2.5,0.26,,717.0,0.41,27.0,468.0,134.0,628.0,2.81,0.031,,0.008,,14.5
muffin,Muffin,Other,,,1,372.0,372.0,372.0,372.0,74.42,,7.0,27.91,,5.81,0.0,0.0,,,,9.3,,,,,,1.0,0.791,9.302,,0.93,,,,,,,,233.0,8.37,140.0,349.0,302.0,512.0,,,,,,
mugwort,Mugwort,Other,,,1,231.0,231.0,231.0,231.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.004,0.013,,0.001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04,0.0,4.0,2.0,1.0,0.04,0.021,,,,0.0
mulato_chile,Mulato Chile,Other,,,1,375.0,375.0,375.0,375.0,100.0,,0.0,100.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
mulberry,Mulberry,Other,,,1,43.0,43.0,43.0,43.0,9.8,,1.7,8.1,,0.39,0.0,0.027,0.0,0.0,,1.44,1.0,0.87,0.0,0.87,36.4,0.029,0.101,0.62,,0.05,6.0,0.0,12.3,,7.8,0.87,,39.0,1.85,18.0,38.0,194.0,10.0,0.12,0.06,,,,0.6
mulberry_leaf,Mulberry Leaf,Other,,,1,200.0,200.0,200.0,200.0,300.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,160.0,10.0,,,1040.0,0.0,,,,,,
mullet,Mullet,Other,,,1,202.0,202.0,202.0,202.0,7.79,,0.3,0.14,,8.82,59.0,2.422,0.113,0.228,,21.56,55.0,1.74,1.6,1.74,1.0,0.177,0.128,6.13,,0.438,25.0,0.22,78.5,,4.0,1.74,,53.0,1.66,34.0,247.0,391.0,331.0,0.64,0.072,,,,40.3
mulling_spice,Mulling Spice,Spices & Herbs,,,2,375.0,375.0,375.0,375.0,44.24,,10.5,2.25,,22.27,0.0,1.535,0.0,0.0,,17.81,64.0,3.33,0.0,3.33,7.7,0.628,0.327,4.579,,0.435,10.0,0.0,24.7,,5.4,3.33,,931.0,66.36,366.0,499.0,1788.0,168.0,4.8,0.867,,3.333,,5.2
