foodName,display_name,food_category,portion_unit_name,portion_gram_weight,source_count,Energy,Energy,Energy,Energy,Carbohydrate,"Sugars, Total",Fiber,Total Sugars,Fiber (AOAC 2011.25),Total fat,Cholesterol,"Fatty acids, total saturated",DHA,EPA,ALA,Protein,"Vitamin A, RAE",Vitamin E,Vitamin D (D2 + D3),Vitamin E,Vitamin C,Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total",Vitamin B-12,Choline,Vitamin K2 MK-4,Vitamin K1,Vitamin E,Vitamin A,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Iodine,Manganese,Molybdenum,Selenium
cherry_pepper,Cherry Pepper,Spices & Herbs,,,5,34.8,34.8,34.8,34.8,6.952,,0.6599999999999999,2.5,,0.0,0.0,0.0,,,,0.0,,,,,104.3,,,,,,,,,,,,,69.0,1.2,,,,1050.8,,,,,,
cherry_plum,Cherry Plum,Other,,,2,325.0,325.0,325.0,325.0,80.0,,1.25,72.5,,0.0,0.0,0.0,,,,1.875,,,,,,,0.17,2.0,0.5,0.1,40.0,,,,,,,122.0,2.0,40.0,50.0,251.0,0.0,,0.5,,,,
chervil,Chervil,Other,,,1,236.61567877629065,236.61567877629065,236.61567877629065,236.61567877629065,49.1,,11.3,,,3.9,0.0,0.169,0.0,0.0,,23.2,293.0,,0.0,,50.0,0.38,0.68,5.4,,0.93,274.0,0.0,,,,,,1346.0,31.95,130.0,450.0,4740.0,83.0,8.8,0.44,,2.1,,29.3
cheshire_cheese,Cheshire Cheese,Dairy & Eggs,,,3,391.0630975143404,391.0630975143404,391.0630975143404,391.0630975143404,3.973333333333333,,0.0,,,31.626666666666665,93.66666666666669,18.398333333333333,0.0,0.0,,22.076666666666664,233.0,,,,0.0,0.046,0.293,0.08,0.413,0.074,18.0,0.83,,,,,,512.0,0.21,21.0,464.0,95.0,530.6666666666666,2.79,0.042,,0.012,,14.5
chestnut,Chestnut,Other,,,1,245.0,245.0,245.0,245.0,52.96,,5.1,10.6,,2.2,0.0,0.414,0.0,0.0,,3.17,1.0,0.5,0.0,0.5,26.0,0.243,0.175,1.342,,0.497,70.0,0.0,1.5,,7.8,0.5,,29.0,0.91,33.0,107.0,592.0,2.0,0.57,0.507,,,,1.2
chia_seed,Chia Seed,Nuts & Seeds,,,5,470.2,470.2,470.2,470.2,41.844,,33.52,1.55,,31.606,0.0,3.166,0.0,0.0,,15.802,0.0,0.5,0.0,0.5,1.6,0.8733333333333334,0.6046666666666667,8.2994,,0.393,51.0,0.0,78.7,,3.7,0.5,,652.0,7.973333333333333,315.2,812.2,420.6,6.8,4.384,1.36425,,9.0,,76.6
chicha,Chicha,Other,,,1,30.0,30.0,30.0,30.0,4.35,,2.5,1.85,,0.73,0.0,0.146,0.0,0.0,,3.27,218.0,0.21,0.0,0.21,58.1,0.078,0.115,0.647,0.324,0.138,105.0,0.0,5.2,,212.7,0.21,,92.0,1.6,42.0,58.0,296.0,3.0,0.56,0.157,,0.373,,0.9
chicken,Chicken,Meat & Offal,,,1,454.0,454.0,454.0,454.0,0.0,,0.0,0.0,,40.68,83.0,11.42,0.04,0.02,,20.36,78.0,0.4,0.2,0.4,0.0,0.036,0.127,5.581,,0.1,2.0,0.2,45.7,,2.4,0.4,,14.0,1.51,15.0,125.0,136.0,65.0,1.23,0.064,,,,20.0
chicken_broth,Chicken Broth,Pantry & Ferments,,,5,6.0,6.0,6.0,6.0,0.418,,0.0,0.42,,0.1659999999999999,0.5,0.05,,,,0.418,,,,,,,,,,,,,,,,,,4.0,0.0533333333333333,,,20.5,309.8,,,,,,
chicken_fat,Chicken Fat,Meat & Offal,,,5,867.0,867.0,867.0,867.0,0.0,,0.0,0.0,,95.636,75.4,29.062,0.0,0.0,,0.0,0.0,2.7,4.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.4,,0.0,2.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2
chickpea,Chickpea,Legumes & Soy,,,1,211.0,211.0,211.0,211.0,25.48,,7.1,4.46,,8.91,0.0,1.12,0.0,0.0,,8.23,1.0,1.56,0.0,1.56,1.1,0.102,0.056,0.464,,0.123,152.0,0.0,39.8,,10.3,1.56,,46.0,2.7,45.0,156.0,270.0,222.0,1.42,0.327,,,,3.4
chicory,Chicory,Other,,,1,7.0,7.0,7.0,7.0,1.42,,0.0,0.0,,0.0,0.0,0.002,0.0,0.0,,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.524,,0.0,0.0,0.0,1.9,,0.0,0.0,,6.0,0.07,7.0,5.0,65.0,4.0,0.01,0.011,,,,0.3
chihuahua_cheese,Chihuahua Cheese,Dairy & Eggs,,,5,374.52198852772466,374.52198852772466,374.52198852772466,374.52198852772466,5.56,,0.0,5.56,,29.68,105.0,18.843,0.0,0.0,,21.56,56.0,0.26,0.5,0.26,0.0,0.018,0.225,0.15,0.279,0.055,2.0,1.03,15.4,,2.5,0.26,,651.0,0.4699999999999999,23.0,442.0,52.0,617.0,3.5,0.024,,0.071,,14.5
chikuwa,Chikuwa,Other,,,1,304.0,304.0,304.0,304.0,25.76,,1.8,1.96,,16.42,36.0,4.02,0.002,0.002,,12.5,12.0,1.81,0.0,1.81,0.0,0.287,0.212,4.303,,0.21,51.0,0.13,29.0,,14.0,1.81,,107.0,2.11,20.0,186.0,147.0,414.0,0.79,0.069,,,,20.0
chile_de_arbol,Chile De Arbol,Other,,,1,133.0,133.0,133.0,133.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
chili_garlic_sauce,Chili Garlic Sauce,Spices & Herbs,,,1,683.0,683.0,683.0,683.0,2.87,,0.3,0.62,,74.02,212.0,41.049,0.002,0.022,,1.43,682.0,0.01,0.4,0.01,1.0,0.024,0.011,0.07,,0.124,5.0,0.0,19.2,,6.5,0.01,,37.0,0.22,4.0,35.0,61.0,473.0,0.18,0.035,,,,1.0
chili_oil,Chili Oil,Oils & Fats,,,5,853.4,853.4,853.4,853.4,0.0,,0.0,,,96.666,0.0,17.332,,,,0.0,,,,,,,,,,,,,,,,,1080.0,,,,,,0.0,,,,,,
chili_paste,Chili Paste,Spices & Herbs,,,1,102.0,102.0,102.0,102.0,7.63,,1.3,1.27,,5.08,13.0,1.69,,,,5.93,,,,,,,0.102,0.64,,0.304,32.0,0.65,,,,,31.0,13.0,0.59,40.0,,81.0,419.0,3.0,,,,,
chili_pepper,Chili Pepper,Spices & Herbs,,,2,102.0,102.0,102.0,102.0,7.63,,1.3,1.27,,5.08,13.0,1.69,,,,5.93,,,,,,,0.102,0.64,,0.304,32.0,0.65,,,,,31.0,13.0,0.59,40.0,,81.0,419.0,3.0,,,,,
chili_powder,Chili Powder,Spices & Herbs,,,2,282.0,282.0,282.0,282.0,49.7,,34.8,7.19,,14.28,0.0,2.462,0.0,0.0,0.519,13.46,1483.0,38.14,0.0,38.14,0.7,0.25,0.94,11.6,0.888,2.094,28.0,0.0,66.5,,105.7,38.14,,330.0,17.3,149.0,300.0,1950.0,2867.0,4.3,1.0,,1.7,,20.4
chili_sauce,Chili Sauce,Spices & Herbs,,,1,92.0,92.0,92.0,92.0,19.79,,2.4,13.33,,0.3,0.0,0.045,0.0,0.0,,2.5,34.0,1.92,0.0,1.92,16.0,0.09,0.07,1.6,,0.16,9.0,0.0,13.7,,5.2,1.92,,20.0,0.8,12.0,52.0,370.0,1338.0,0.16,0.13,,,,1.1
chiltepin,Chiltepin,Other,,,1,195.0,195.0,195.0,195.0,14.9,,2.1,1.12,,10.67,141.0,5.073,0.0,0.001,,10.63,110.0,0.6,0.8,0.6,3.4,0.059,0.219,0.57,,0.116,23.0,0.5,86.9,,2.1,0.6,,196.0,0.92,33.0,254.0,164.0,366.0,1.6,0.06,,,,15.6
chinese_bayberry,Chinese Bayberry,Other,,,1,313.0,313.0,313.0,313.0,74.97,,26.3,,,8.36,0.0,2.28,0.0,0.0,,7.61,309.0,,0.0,,46.5,0.009,0.421,2.005,,1.74,180.0,0.0,,,,,,834.0,43.0,120.0,113.0,529.0,23.0,3.7,0.416,,8.167,,2.8
chinese_broccoli,Chinese Broccoli,Other,,,1,50.0,50.0,50.0,50.0,4.72,,2.6,0.89,,3.42,2.0,0.811,0.0,0.0,,1.22,94.0,0.9,0.0,0.9,25.4,0.091,0.147,0.44,,0.084,89.0,0.0,27.0,,92.0,0.9,,106.0,0.6,19.0,44.0,277.0,133.0,0.41,0.065,,,,1.4
chinese_celery,Chinese Celery,Other,,,5,13.623326959847038,13.623326959847038,13.623326959847038,13.623326959847038,2.97,,1.6,1.34,,0.17,0.0,0.042,0.0,0.0,,0.69,22.0,0.27,0.0,0.27,3.1,0.021,0.057,0.32,0.246,0.074,36.0,0.0,6.1,,29.3,0.27,,40.0,0.2,11.0,24.0,260.0,80.0,0.13,0.035,,0.103,,0.4
chinese_cured_pork,Chinese Cured Pork,Meat & Offal,,,3,713.0,713.0,713.0,713.0,0.0,,0.0,0.0,,77.47666666666667,81.0,26.73,0.0,0.0,,5.746666666666666,0.0,0.0,0.2,0.0,0.0,0.215,0.061,1.62,0.205,0.08,1.0,0.29,19.3,,0.0,0.0,,6.0,0.44,7.0,52.0,66.0,2979.6666666666665,0.9,0.05,,0.005,,5.8
chinese_preserved_olive,Chinese Preserved Olive,Other,,,2,266.5,266.5,266.5,266.5,6.67,,1.65,,,28.33,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,1.2,,,,1266.5,,,,,,
chinese_sausage,Chinese Sausage,Other,,,5,320.6,320.6,320.6,320.6,1.7299999999999998,,0.0,1.4566666666666668,,27.632,74.0,9.5452,0.0015,0.00175,,15.896,12.5,0.8500000000000001,1.2,0.8500000000000001,0.5,0.3925,0.1785,4.68375,0.45,0.2294999999999999,1.25,1.0,66.35,,0.0,0.8500000000000001,,11.25,1.2040000000000002,15.75,141.5,250.6,811.8,2.18,0.0812499999999999,,0.049,,19.075
chinese_toon,Chinese Toon,Other,,,1,471.5583173996176,471.5583173996176,471.5583173996176,471.5583173996176,63.64,,6.7,0.0,,21.24,0.0,6.738,0.0,0.0,,10.88,0.0,0.83,0.0,0.83,0.0,0.567,0.397,4.717,,0.043,125.0,0.0,9.0,,5.3,0.83,,0.0,6.43,19.0,98.0,103.0,866.0,0.81,0.124,,0.577,,28.5
chinese_yam,Chinese Yam,Other,,,4,114.01720841300192,114.01720841300192,114.01720841300192,114.01720841300192,27.315,,3.8,1.805,,0.0425,0.0,0.00925,0.0,0.0,,1.4325,7.0,0.35,0.0,0.35,16.03333333333333,0.112,0.032,0.552,0.314,0.293,23.0,0.0,16.5,,2.3,0.35,,17.25,0.46,21.0,55.0,816.0,15.75,0.24,0.178,,0.397,,0.7
chipotle_pepper,Chipotle Pepper,Spices & Herbs,,,2,339.0,339.0,339.0,339.0,6.25,,3.6,,,33.925,0.0,2.6799999999999997,,,,7.14,,,,,8.6,2.0,2.429,14.286,,2.143,214.0,1.71,,,,,,71.0,1.605,,,,437.5,,,,,,
chirimen_jako,Chirimen Jako,Other,,,1,429.0,429.0,429.0,429.0,78.57,,0.0,7.14,,7.14,0.0,0.0,,,,7.14,,,,,,,1.821,,,0.5710000000000001,,3.43,,,,,,,,,571.0,429.0,214.0,4.29,,,,,
chive,Chive,Other,,,1,30.0,30.0,30.0,30.0,4.35,,2.5,1.85,,0.73,0.0,0.146,0.0,0.0,,3.27,218.0,0.21,0.0,0.21,58.1,0.078,0.115,0.647,0.324,0.138,105.0,0.0,5.2,,212.7,0.21,,92.0,1.6,42.0,58.0,296.0,3.0,0.56,0.157,,0.373,,0.9
chive_flower,Chive Flower,Other,,,1,486.0,486.0,486.0,486.0,42.12,,34.4,1.55,,30.74,0.0,3.33,0.0,0.0,,16.54,0.0,0.5,0.0,0.5,1.6,0.62,0.17,8.83,,0.393,49.0,0.0,78.7,,3.7,0.5,,631.0,7.72,335.0,860.0,407.0,16.0,4.58,0.924,,,,55.2
chocolate,Chocolate,Other,,,1,300.0,300.0,300.0,300.0,45.0,,7.5,17.5,,11.25,0.0,1.25,,,,10.0,,,,,0.0,0.0,0.17,2.0,0.5,0.3,40.0,0.0,,,0.0,,,50.0,3.6,150.0,250.0,475.0,188.0,2.25,0.75,,2.0,,18.0
chocolate_hazelnut_spread,Chocolate Hazelnut Spread,Other,,,5,540.2,540.2,540.2,540.2,60.08,,3.78,55.13399999999999,,31.35,0.0,15.9652,0.0,0.0,,5.41,1.0,4.96,0.0,4.96,0.0,0.085,0.17,0.427,0.357,0.082,14.0,0.27,17.6,,1.9,4.96,,118.8,3.31,64.0,152.0,388.0,51.6,1.06,0.469,,0.868,,3.6
chocolate_liqueur,Chocolate Liqueur,Other,,,1,279.0,279.0,279.0,279.0,33.2,,0.0,33.27,,0.11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.008,,0.001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04,0.0,3.0,2.0,1.0,0.03,0.016,,,,0.2
chokecherry,Chokecherry,Other,,,1,50.0,50.0,50.0,50.0,13.33,,0.0,13.33,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
choricero_pepper,Choricero Pepper,Spices & Herbs,,,1,193.0,193.0,193.0,193.0,6.02,,1.2,2.41,,14.46,169.0,6.02,,,,9.64,,,,,28.9,,,,,,,,,,,,,120.0,0.87,,,,627.0,,,,,,
chorizo,Chorizo,Other,,,2,349.0,349.0,349.0,349.0,3.0999999999999996,,0.0,0.0,,26.55,98.0,9.19,0.005,0.003,,20.365,0.0,1.5,1.5,1.5,4.3,0.365,0.42,7.06,,0.554,10.0,1.21,97.1,,6.0,1.5,,37.0,1.815,30.0,207.0,435.0,1313.0,2.19,0.13,,,,25.9
choux_pastry,Choux Pastry,Other,,,4,559.75,559.75,559.75,559.75,47.9875,,3.65,14.435,,37.4375,4.0,13.563,0.0,0.0,,7.7875,0.0,0.55,0.0,0.55,0.0,0.323,0.229,2.9,,0.019,107.5,0.0,6.2,,16.3,0.55,,36.666666666666664,3.266666666666667,16.0,60.0,93.0,307.0,1.27,0.115,,,,24.5
choy_sum,Choy Sum,Other,,,1,390.0,390.0,390.0,390.0,52.33,,1.9,28.44,,18.16,24.0,7.563,0.006,0.0,,4.94,4.0,1.14,0.1,1.14,1.1,0.25,0.153,2.095,,0.034,87.0,0.09,25.3,,9.3,1.14,,82.0,1.94,15.0,95.0,92.0,259.0,0.49,0.073,,,,12.6
chrysanthemum,Chrysanthemum,Other,,,4,23.95028680688336,23.95028680688336,23.95028680688336,23.95028680688336,3.0149999999999997,,3.0,,,0.56,0.0,,,,,3.36,105.0,,0.0,,1.4,0.13,0.144,0.531,0.221,0.176,177.0,0.0,,,350.0,,,117.0,2.295,32.0,54.0,567.0,118.0,0.71,0.137,,0.943,,0.3
chu_hou_paste,Chu Hou Paste,Other,,,1,292.0,292.0,292.0,292.0,46.13,,6.1,13.2,,10.9,0.0,2.031,0.001,0.003,,2.23,0.0,3.91,0.0,3.91,0.0,0.05,0.07,0.16,,0.05,10.0,0.0,2.3,,3.5,3.91,,41.0,0.5,21.0,26.0,182.0,3390.0,0.61,0.055,,,,2.2
chunjang,Chunjang,Other,,,1,74.09177820267686,74.09177820267686,74.09177820267686,74.09177820267686,12.3,,0.0,9.84,,1.64,0.0,0.0,,,,2.46,,,0.0,,0.0,,0.0,,,,0.0,0.0,,,,,,16.0,0.3,0.0,,123.0,61.0,0.0,,,,,0.0
chuno,Chuno,Other,,,1,197.8967495219885,197.8967495219885,197.8967495219885,197.8967495219885,25.37,,5.4,6.2,,6.01,0.0,1.025,0.0,0.0,,12.79,4.0,0.01,0.0,0.01,0.0,0.098,0.233,0.906,0.337,0.199,19.0,0.08,72.2,,29.3,0.01,,57.0,2.49,48.0,159.0,210.0,3728.0,2.56,0.42,,0.859,,7.0
chutney,Chutney,Other,,,1,246.0,246.0,246.0,246.0,60.6,,1.0,42.68,,0.06,0.0,0.009,0.0,0.0,,0.33,0.0,0.11,0.0,0.11,7.7,0.014,0.067,0.032,,0.018,10.0,0.0,9.0,,0.0,0.11,,19.0,0.43,4.0,17.0,68.0,802.0,0.05,0.089,,,,1.8
ciabatta,Ciabatta,Other,,,5,243.2,243.2,243.2,243.2,49.364,,2.3400000000000003,1.835,,0.804,0.0,0.05,,,,8.256,,,,,,,0.2,3.529,,,9.0,,,,,,,35.5,3.9899999999999993,,,78.33333333333333,584.0,,,,,,
cicada,Cicada,Other,,,1,266.0,266.0,266.0,266.0,33.25,,5.8,1.31,,9.73,0.0,1.309,0.0,0.0,,12.75,5.0,2.2,0.0,2.2,9.5,0.451,0.114,1.431,,0.305,247.0,0.0,50.1,,13.3,2.2,,24.0,3.57,27.0,147.0,373.0,315.0,1.7,0.4,,,,0.1
cinnamon,Cinnamon,Other,,,3,249.11536010197577,249.11536010197577,249.11536010197577,249.11536010197577,44.53,,3.466666666666667,12.28,,5.25,3.0,0.0,0.0,0.0,,7.573333333333333,0.0,0.5,0.0,0.5,0.0,0.317,0.12,2.822,,0.027,56.0,0.05,2.7,,9.5,0.5,,55.333333333333336,2.2666666666666666,11.0,57.0,106.66666666666669,324.6666666666667,0.49,0.064,,,,12.3
cipollini_onion,Cipollini Onion,Other,,,1,36.0,36.0,36.0,36.0,8.33,,1.2,5.95,,0.0,0.0,0.0,,,,0.0,,,,,7.1,,,,,,,,,,,,,24.0,,,,,0.0,,,,,,
citric_acid,Citric Acid,Other,,,1,21.0,21.0,21.0,21.0,0.93,,0.0,0.4,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,7.0,0.2,5.0,8.0,73.0,5.0,0.04,0.008,,,,0.1
citron,Citron,Other,,,1,98.94837476099426,98.94837476099426,98.94837476099426,98.94837476099426,25.31,,,,,0.49,0.0,0.119,,,,1.82,0.0,,0.0,,2.6,0.065,0.135,1.101,0.05,0.08,75.0,0.0,,,,,,65.0,8.17,60.0,101.0,723.0,6.0,2.23,0.266,,5.224,,0.7
citrus,Citrus,Other,,,5,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,4889.8,,,,,,
clam,Clam,Fish & Seafood,,,5,86.0,86.0,86.0,86.0,3.5699999999999994,,0.0,0.0,,0.96,30.0,0.187,0.064,0.043,0.015,14.669999999999998,90.0,0.68,0.0,0.68,0.0,0.015,0.04,0.35,0.148,0.01,5.0,11.28,65.0,0.0,0.2,0.68,,39.0,1.6200000000000003,19.0,198.0,46.0,492.0,0.51,0.053,,0.085,,30.6
clamato_juice,Clamato Juice,Other,,,2,25.0,25.0,25.0,25.0,5.285,,0.3,4.44,,0.0,,,,,,0.315,,,,,1.0,,,,,,,,,,,,15.0,4.0,0.1149999999999999,,,,331.0,,,,,,
clay_pot_rice_sauce,Clay Pot Rice Sauce,Other,,,1,51.0,51.0,51.0,51.0,8.05,,1.8,5.5,,1.48,2.0,0.17,0.0,0.0,,1.41,32.0,2.4,0.0,2.4,2.0,0.024,0.061,3.917,,0.173,13.0,0.0,13.7,,13.9,2.4,,27.0,0.78,18.0,34.0,319.0,419.0,0.2,0.081,,,,1.4
clear_gel,Clear Gel,Other,,,2,256.5,256.5,256.5,256.5,66.23,,,48.685,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,,,
clementine,Clementine,Other,,,2,50.16156787762906,50.16156787762906,50.16156787762906,50.16156787762906,12.68,,1.75,9.88,,0.2299999999999999,0.0,0.039,0.0,0.0,,0.8300000000000001,34.0,0.2,0.0,0.2,37.75,0.072,0.033,0.506,0.151,0.0765,20.0,0.0,12.1,,0.0,0.2,,33.5,0.145,11.0,20.5,171.5,1.5,0.065,0.0424999999999999,,0.023,,0.1
clotted_cream,Clotted Cream,Other,,,1,529.0,529.0,529.0,529.0,59.29,,0.0,7.77,,32.92,0.0,19.146,0.0,0.0,0.019,2.48,0.0,1.26,0.0,1.26,0.0,0.0,0.0,0.0,0.117,0.0,0.0,0.0,2.3,0.0,1.7,1.26,,2.0,0.26,1.0,288.0,669.0,124.0,0.07,0.018,,0.011,,0.0
clove,Clove,Other,,,2,274.0,274.0,274.0,274.0,65.53,,33.9,2.38,,13.0,0.0,3.952,0.0,0.008,0.585,5.97,8.0,8.82,0.0,8.82,0.2,0.158,0.22,1.56,0.509,0.391,25.0,0.0,37.4,,141.8,8.82,,632.0,11.83,259.0,104.0,1020.0,277.0,2.32,0.368,,60.127,,7.2
clover,Clover,Other,,,5,295.4,295.4,295.4,295.4,81.902,,0.0,79.99799999999999,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,48.0,0.0,,,,,,
club_soda,Club Soda,Other,,,5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.006,0.6,0.0,52.8,29.8,0.06,0.0036,0.0,0.0006,0.0,0.0
cobia,Cobia,Other,,,1,146.0,146.0,146.0,146.0,0.0,,0.0,0.0,,5.93,45.0,1.26,0.656,0.429,,21.62,40.0,0.73,9.0,0.73,1.0,0.113,0.14,7.23,0.823,0.549,9.0,4.17,109.4,,0.1,0.73,,36.0,0.56,31.0,262.0,423.0,46.0,0.41,0.051,,0.014,,36.5
cockle,Cockle,Other,,,1,79.0,79.0,79.0,79.0,4.7,,,,,0.7,,,,,,13.5,,,,,,0.01,0.2,3.2,,,,,,,,,,30.0,16.2,,,,,,,,,,
cocktail_sauce,Cocktail Sauce,Other,,,1,128.0,128.0,128.0,128.0,28.22,,1.8,11.83,,1.05,0.0,0.0,0.0,0.0,,1.36,18.0,1.08,0.0,1.08,11.6,0.021,0.047,0.82,,0.08,17.0,0.0,11.0,,4.4,1.08,,26.0,0.83,17.0,30.0,309.0,1262.0,0.38,0.111,,,,2.2
cocoa_butter,Cocoa Butter,Other,,,5,881.8493307839387,881.8493307839387,881.8493307839387,881.8493307839387,0.0,,0.0,0.0,,100.0,0.0,59.248000000000005,0.0,0.0,,0.0,0.0,1.8,,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,24.7,1.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
cocoa_mass,Cocoa Mass,Other,,,4,206.8833652007648,206.8833652007648,206.8833652007648,206.8833652007648,59.475,,39.25,1.75,,10.925,0.0,2.0175,0.0,0.0,,19.9,0.0,0.1,0.0,0.1,0.0,0.078,0.241,2.185,0.254,0.118,32.0,0.0,12.0,,2.5,0.1,,122.0,33.465,499.0,734.0,1506.0,5.25,6.81,3.788,,3.837,,14.3
cocoa_powder,Cocoa Powder,Other,,,5,497.3333333333333,497.3333333333333,497.3333333333333,497.3333333333333,53.49,,31.160000000000004,3.556666666666666,,21.886000000000003,0.0,14.057999999999998,,,,22.486,,,,,6.7,,,,,,,,,,,,,288.5,32.335,470.0,556.5,1573.5,0.0,,4.4,,,,
coconut,Coconut,Other,,,3,427.228,427.228,427.228,427.228,61.857499999999995,,26.98,36.295,,15.093333333333334,0.0,14.046333333333337,,,,15.7495,,,,,,,,,,,,,,,,,,132.66,7.486,247.7,507.2,1623.0,131.64666666666668,3.698,2.081,,5.293,,26.76
coconut_aminos,Coconut Aminos,Other,,,1,39.0,39.0,39.0,39.0,6.06,,0.9,1.82,,0.3,3.0,0.15,,,,6.06,,,,,3.6,0.0,0.103,1.212,0.606,0.121,24.0,0.36,,,,,,182.0,1.36,24.0,61.0,209.0,94.0,0.91,0.121,9.0,0.0,,
coconut_cream,Coconut Cream,Other,,,1,297.0,297.0,297.0,297.0,31.96,,1.1,18.66,,17.83,26.0,8.847,0.0,0.002,,2.55,83.0,0.47,0.4,0.47,0.4,0.079,0.109,0.755,,0.027,17.0,0.06,10.0,,2.6,0.47,,40.0,0.72,8.0,53.0,91.0,169.0,0.28,0.049,,,,2.7
coconut_liqueur,Coconut Liqueur,Other,,,2,264.5,264.5,264.5,264.5,41.6,,0.0,29.135,,0.055,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.008,,0.001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04,0.0,3.0,4376.0,313.0,0.03,0.016,,,,0.2
coconut_milk,Coconut Milk,Other,,,1,31.0,31.0,31.0,31.0,2.92,,0.0,2.5,,2.08,0.0,2.083,0.0,0.0,,0.21,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.63,0.0,,0.0,0.0,,188.0,0.3,0.0,0.0,19.0,19.0,0.0,0.0,,,,0.0
coconut_oil,Coconut Oil,Pantry & Ferments,,,1,895.0,895.0,895.0,895.0,0.84,,0.0,0.0,,99.1,0.0,82.5,0.0,0.0,,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3,,0.6,0.11,,1.0,0.05,0.0,0.0,0.0,0.0,0.02,0.0,,,,0.0
coconut_sugar,Coconut Sugar,Other,,,5,366.6,366.6,366.6,366.6,100.0,,0.0,95.0,,0.0,0.0,0.0,,,,0.0,,,,,30.0,,,,,,,,,,,,,350.5,3.4,,,749.0,25.0,,,,,,
coconut_vinegar,Coconut Vinegar,Other,,,1,21.0,21.0,21.0,21.0,0.93,,0.0,0.4,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,7.0,0.2,5.0,8.0,73.0,5.0,0.04,0.008,,,,0.1
coconut_water,Coconut Water,Other,,,5,19.8,19.8,19.8,19.8,4.531999999999999,,0.0,3.818,,0.0,0.0,0.0,,,,0.056,,,,,21.45,,,0.167,,,,,,,,,,14.2,,8.25,6.0,183.6,21.4,0.12,,,,,
cod,Cod,Fish & Seafood,,,1,217.0,217.0,217.0,217.0,11.72,,0.5,0.2,,12.48,42.0,1.727,0.073,0.026,,13.52,4.0,2.66,0.4,2.66,0.0,0.167,0.106,1.859,,0.093,29.0,1.38,56.3,,12.0,2.66,,21.0,1.02,20.0,237.0,203.0,426.0,0.38,0.042,,,,20.5
cod_liver,Cod Liver,Fish & Seafood,,,3,902.0,902.0,902.0,902.0,0.0,,0.0,,,100.0,570.0,22.608,10.967999999999998,6.898,,0.0,30000.0,,250.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
coffee,Coffee,Other,,,1,364.0,364.0,364.0,364.0,86.36,,0.0,81.82,,0.0,0.0,16.67,,,,0.0,,,,,272.7,4.0,,66.667,23.333,6.667,800.0,14.0,,,0.0,,,0.0,0.0,0.0,133.0,333.0,0.0,15.0,,350.0,5.0,,117.0
coffee_creamer,Coffee Creamer,Other,,,2,136.0,136.0,136.0,136.0,11.38,,0.0,11.38,,9.97,0.0,1.937,0.0,0.0,,1.0,1.0,0.81,0.0,0.81,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,2.5,0.81,,9.0,0.03,0.0,64.0,191.0,67.0,0.02,0.0,,,,1.1
